GSQ,avg_error,std_dev
2,53.60842414675229,0.0001493708017154797
4,21.460933478558697,0.000744478257465097
8,0.013203058940901157,0.002067992522715426
16,0.019541335184690593,0.003569661585694403
32,0.024871442022960457,0.0035993634253602956
64,0.03229078963628902,0.004644075892587459
128,0.03943760786233013,0.003856987377898872
256,0.041267337054247136,0.006373378454448412
